x,y
-2.630174175866700992e+00,4.515913241401857903e+00
2.674358027946521776e+00,-4.766383500269769868e+00
-5.042213064504871056e+00,-7.642999353159435350e-01
4.449373814010567862e+00,1.705736800285424071e+00
3.153892740023838570e+00,-3.765047729233533147e+00
1.226966725271783298e+00,-4.202581517634395247e+00
-4.980486773166752812e+00,-1.478433516767253986e+00
5.010074610346295643e+00,-7.915384098408081992e-02
1.408072651548720078e+00,4.814299516234503251e+00
4.830340904468194196e+00,4.564592888655146785e-01
3.662836670337592082e+00,-3.419831088882456349e+00
-4.829777104586065128e+00,1.816819834676762113e+00
4.516411063682492788e+00,2.129100235211943137e-01
-4.505720714414108152e-01,-4.951254052406748762e+00
3.568120405506684634e+00,-3.092889680515524375e+00
-3.738654395100604599e+00,-2.327155449162184198e+00
-4.090375179259662097e-01,-5.177564327354010842e+00
4.040184123196478794e+00,-2.906234049343105141e+00
5.016600080025739317e+00,-9.812662694381455442e-01
-4.831035714875395293e+00,1.313188203481663319e-01
-5.377971574803501298e+00,1.755223517119991694e+00
-4.279976019165100176e+00,-3.092842333138390298e+00
5.150131200616086424e+00,-1.328765380144792285e+00
-2.415581478108955071e+00,4.556269812245382411e+00
4.443610089730275270e+00,-1.024147223628960601e+00
4.499320339162174776e+00,1.842875462911897966e+00
-2.676947094159297436e+00,4.641441361209458272e+00
4.906198157795630954e-01,5.254903369586559236e+00
2.743907579277739650e+00,4.702759528308246395e+00
-4.822033713344380246e+00,9.226363150640529698e-01
-4.389025012366197132e+00,-2.440865276453100030e+00
3.792365656804768115e+00,3.222187380824357739e+00
-4.943693775289426995e+00,-1.283458419228921343e+00
4.598213021330400885e+00,-2.617585402098241865e+00
4.872193824059445788e+00,1.427008833656971509e+00
3.674173540666410887e+00,-4.558175194530234009e+00
-5.249067486419278339e+00,4.711252904824361765e-01
5.244046501061429666e+00,6.241197795192474640e-01
1.572574159957723205e+00,4.577739077940575108e+00
-4.748163784464532355e+00,1.795808683523895555e+00
-1.772938492524957610e+00,-4.077595175903596214e+00
-3.630475157034792399e+00,-3.057926774688211946e+00
4.968413002066476736e+00,1.083616775801484522e+00
-2.035869062792720285e+00,-4.819317074874917672e+00
-4.160297258943611354e+00,3.181634888543750872e+00
-2.755282248374315124e+00,-4.086354077949205355e+00
3.542132052429121547e+00,-3.198044426882873825e+00
-4.358073064038786582e-01,-4.697611526578478802e+00
-2.012601536673436442e+00,4.596656957222252871e+00
2.962966906863330752e-01,-4.572399695860666746e+00
2.103286707763231789e+00,-4.861287856871566504e+00
4.667844855932592019e+00,-2.511410820989676829e-01
-4.238796889426375891e+00,3.501110634775997710e+00
-4.934128672468971466e+00,1.187137909482434805e+00
7.625787273236893649e-01,4.739058586508765991e+00
-2.664262202964839954e+00,-3.678478153918410154e+00
-3.622490256934993713e+00,3.765473431815891558e+00
-5.374158398352154364e+00,1.585375557492316734e-01
-3.680336365444231372e+00,-2.195966859549142836e+00
6.453165722846854191e-01,-4.722128953537113816e+00
4.730226791875415060e+00,-1.261523518302706925e+00
4.257496208031059659e+00,-2.297020540347845419e+00
-5.241484278531837404e+00,1.479873541885531329e-01
-1.707231958990051313e+00,5.097149151326779482e+00
-1.424402551371879655e+00,4.865527124962123473e+00
-1.003108897648674613e+00,4.882177946662554113e+00
1.805409959610524862e+00,4.704702338231599335e+00
-5.118046439593122443e+00,-6.913069873129285003e-01
-4.140216444188178357e+00,-2.074736975983034970e+00
-4.715511130363339021e+00,-1.680673766101174804e+00
5.130567292568085414e+00,-1.387904476672477738e+00
3.523424992372187425e+00,-3.524088460451944016e+00
-3.488022675459418132e+00,-3.301076658641608041e+00
3.672352951028719836e+00,-3.146210085073891882e+00
1.193989040351704167e+00,-5.076450350142692081e+00
-4.638944300565547962e+00,2.388897590602167220e+00
-2.893973630501543326e+00,-3.881450167012638897e+00
2.653381356148386327e+00,4.475278413833499336e+00
1.404686328498544690e+00,5.378234144396640382e+00
-4.953565753535315253e+00,-1.857024541428641928e+00
-4.050312488727191962e+00,-2.797420194286122097e+00
